nome,anno,public_pos,geoprivacy,coordinate,layer,path,x,y
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,454917.198,4914802.513
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,454917.194,4944802.282
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,464917.122,4904802.592
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,474917.043,4914802.515
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,474917.041,4944802.284
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,484916.966,4914802.516
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,484916.965,4954802.208
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,494916.889,4914802.516
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,494916.889,4934802.361
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,494916.888,4944802.285
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,414917.480,5034801.595
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,414917.478,5044801.521
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,484916.960,5074801.309
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,504916.805,4394806.920
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,524916.618,4354807.290
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,534916.524,4344807.383
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,544916.430,4334807.475
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,504916.806,4494806.014
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,524916.625,4444806.462
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,554916.368,4534805.655
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,574916.263,4874802.821
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,504916.812,4924802.439
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,504916.812,4934802.361
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,514916.734,4914802.516
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,524916.656,4904802.593
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,534916.579,4904802.592
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,554916.424,4904802.590
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,584916.211,4994801.895
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,524916.665,5044801.529
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,594916.148,5044801.519
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,534916.599,5124800.944
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,534916.600,5134800.872
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,544916.525,5104801.087
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,554916.454,5114801.014
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,564916.381,5114801.012
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,604915.988,4734803.940
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,624915.841,4784803.526
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,624915.844,4794803.445
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,654915.578,4734803.923
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,604916.014,4824803.210
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,624915.868,4864802.886
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,624915.871,4874802.808
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,684915.392,4854802.940
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,654915.665,4944802.253
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,684915.416,4904802.549
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,684915.426,4924802.394
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,624915.939,5084801.216
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,634915.839,5004801.805
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,634915.853,5044801.507
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,654915.701,5034801.574
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,654915.705,5044801.500
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,654915.713,5064801.352
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,654915.721,5084801.205
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,664915.631,5044801.495
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,664915.648,5084801.201
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,694915.405,5034801.556
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,694915.410,5044801.482
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,694915.415,5054801.408
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,664915.656,5104801.056
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,664915.661,5114800.983
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,664915.685,5174800.554
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,674915.584,5104801.051
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,674915.597,5134800.835
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,684915.512,5104801.047
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,684915.535,5154800.688
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,744914.792,4664804.456
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,744914.833,4724803.956
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,734914.973,4814803.231
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,734915.023,4894802.599
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,714915.184,4904802.533
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,714915.190,4914802.455
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,724915.107,4904802.527
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,724915.118,4924802.372
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,734915.042,4924802.366
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,704915.331,5034801.551
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,704915.347,5064801.329
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,714915.279,5074801.250
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,704915.403,5174800.536
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,762480.631,4645769.604
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,761078.657,4665723.437
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,760375.671,4675700.353
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,783834.436,4627209.746
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,792417.380,4647868.563
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,756135.748,4735558.859
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,773237.639,4776891.510
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,782499.572,4787586.416
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,749692.862,4825337.137
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,744615.948,4895156.590
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,754590.871,4895886.578
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,743885.960,4905130.513
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,753128.896,4915836.424
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,753490.979,5046244.438
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,751994.003,5066192.292
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,751244.014,5076166.219
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,764211.894,5037015.499
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,760467.954,5086891.135
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,833927.575,4179264.807
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,843916.478,4179905.790
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,880661.179,4232444.238
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,891304.065,4223096.317
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,805883.224,4598656.972
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,877179.598,4583536.033
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,803796.268,4628604.717
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,803098.282,4638586.633
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,815172.154,4609334.872
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,832350.046,4650669.505
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,830243.091,4680626.255
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,842335.963,4651370.490
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,853722.848,4632094.642
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,852323.880,4652071.474
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,863012.780,4642782.542
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,806030.343,4739111.792
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,804605.371,4759075.630
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,861649.951,4803313.221
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,786705.601,4868138.772
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,785250.627,4888096.616
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,851039.294,5083677.088
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,861776.208,5074443.146
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,861025.223,5084429.074
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,805820.674,5150532.644
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,952594.452,4206974.396
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,1023941.737,4191469.442
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,940602.996,4537697.358
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,938535.051,4567695.100
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,988546.625,4571152.004
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,910868.415,4676269.209
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,975068.807,4620479.600
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,872514.121,5065206.203
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,871764.136,5075194.131
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,1035240.596,4172084.614
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,1034598.618,4182098.517
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,1072355.059,4667527.061
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,1083777.933,4648199.205
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,1155739.732,4330890.882
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,1155076.757,4340919.790
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,1118294.275,4439164.962
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,1116259.347,4469232.696
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,1127641.211,4449865.849
Cerambyx cerdo,,,,,ck_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/ck_giusto.shp,1137665.123,4450543.824
Cerambyx cerdo,"2014",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,662858.452,4843896.058
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,400281.433,4941133.656
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,597748.705,4981689.716
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,395714.485,4939692.450
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,404443.139,4960354.455
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,392649.570,4977449.445
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,400133.342,4943384.188
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,396086.991,4940942.212
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,391898.835,4945885.953
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,689088.748,4873521.879
Cerambyx cerdo,"2024",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,570078.383,4936700.920
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,397926.958,4947745.990
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,390390.186,4942281.761
Cerambyx cerdo,"2025",,,,gbif_giusto,C:/Users/cosmin/Desktop/qgis/INVERTEBRATI/mappa_distribuzione/gbif_giusto.shp,392376.016,4960467.823
